bicikle,3
bicikli,15
biciklistaro,1
biciklisto,3
biciklo,32
biciklopeco,1
biciklopneŭo,1
bicikloriparisto,3
bideo,1
bienego,2
bienestro,1
bieneto,2
bienetulo,1
bieno,6
bienulo,3
bierbotelo,1
bierejo,1
biero,11
bilancalo,1
bildaro,1
bildeto,6
bildigante,1
bildigi,4
bildkarto,1
bildo,55
bildolingvo,1
bildrakonto,1
bildstrio,1
biletaro,1
bileto,20
biletujo,3
biletvendisto,1
biliono,2
bimbamo,1
bindita,2
binoklo,2
bio-prezento,1
biologia,1
biologio,1
biometaforo,1
birado,1
biraĵo,1
birĉjo,1
birdeto,2
birdido,2
birdo,67
birdonesto,1
biri,1
biro,1
bis-kvite,1
biskvita,1
biskvito,9
bivakfajro,1
bivaksituo,1
bizara,3
bizono,1
bizonstatura,3
bizonviando,2
bjurano,3
blaga,1
blagi,1
blago,5
blanka,73
blankaĵo,6
blankbarbulo,1
blankĉemiza,1
blanke,8
blankfaruno,1
blankigi,1
blankiĝi,2
blankizita,1
